"통계분류(1)",통계분류(2),2017,2017,2017,2017,2017,2017,2017,2017,2017
"통계분류(1)",통계분류(2),인구,인구 만명당 생활문화시설 수,생활문화시설 수,생활문화센터,평생 학습관,문화의집,생활영상시설,생활영상시설,작은도서관
"통계분류(1)",통계분류(2),소계,소계,소계,소계,소계,소계,지역영상미디어센터,작은영화관,소계
"전남",고흥군,66736,0.75,5,0,1,0,0,0,4
"전남",보성군,43755,2.74,12,1,2,0,0,0,9
"전남",화순군,64680,2.78,18,2,0,0,0,0,16
"전남",장흥군,40136,0.75,3,0,0,0,0,1,2
"전남",강진군,36868,1.63,6,0,1,0,0,0,5
"전남",해남군,73604,1.36,10,1,1,1,0,0,7
"전남",영암군,55616,3.06,17,0,0,1,0,0,16
"전남",무안군,82872,2.29,19,0,1,1,0,0,17
"전남",함평군,34328,1.75,6,0,2,0,0,0,4
"전남",영광군,54774,0.55,3,0,1,0,0,0,2
"전남",장성군,46111,0.87,4,0,1,0,0,0,3
"전남",완도군,52109,1.54,8,0,0,0,0,1,7
"전남",진도군,31765,0.94,3,0,0,0,0,0,3
"전남",신안군,42070,0.48,2,0,0,0,0,0,2
"경북",포항시,513832,1.28,66,1,2,2,0,0,61
"경북",경주시,257903,0.54,14,0,0,0,0,0,14
"경북",김천시,142908,1.05,15,0,0,1,0,0,14
"경북",안동시,166272,0.78,13,0,2,0,1,0,10
"경북",구미시,421799,0.97,41,0,1,1,0,0,39
"경북",영주시,108371,1.02,11,0,1,1,0,0,9
"경북",영천시,100615,1.39,14,0,1,0,0,1,12
"경북",상주시,100947,0.69,7,1,1,0,0,0,5
"경북",문경시,73294,0.41,3,0,2,0,0,0,1
"경북",경산시,259485,0.66,17,0,1,0,0,0,16
"경북",군위군,24215,1.65,4,0,1,0,0,0,3
"경북",의성군,53474,1.5,8,0,1,0,0,0,7
"경북",청송군,26006,1.15,3,0,0,0,0,0,3
"경북",영양군,17479,2.86,5,0,1,1,0,1,2
"경북",영덕군,38529,1.82,7,2,1,0,0,0,4
"경북",청도군,43346,0.69,3,0,1,0,0,0,2
"경북",고령군,33768,1.48,5,0,0,0,0,1,4
"경북",성주군,45138,0.89,4,1,0,0,0,0,3
"경북",칠곡군,120864,2.48,30,0,1,0,0,0,29
"경북",예천군,49253,2.23,11,0,0,0,0,0,11
"경북",봉화군,33259,2.71,9,0,1,0,0,0,8
"경북",울진군,50974,1.37,7,0,1,0,0,0,6
"경북",울릉군,9975,2.01,2,0,1,0,0,0,1
"경남",창원시,1057032,0.93,98,0,2,3,1,0,92
"경남",진주시,346681,1.5,52,0,1,0,1,0,50
"경남",통영시,135833,1.77,24,0,0,2,0,0,22
"경남",사천시,114252,1.75,20,0,1,0,0,0,19
"경남",김해시,532132,1.15,61,0,1,4,1,0,55
"경남",밀양시,107898,1.67,18,3,2,0,0,0,13
"경남",거제시,254073,0.63,16,0,0,0,0,0,16
"경남",양산시,338535,1.74,59,0,0,3,1,0,55
"경남",의령군,27849,3.95,11,0,1,0,0,0,10
"경남",함안군,68207,1.76,12,0,1,0,0,0,11
"경남",창녕군,64101,2.03,13,0,2,0,0,0,11
"경남",고성군,54060,0.37,2,0,1,0,0,0,1
"경남",남해군,44642,2.69,12,1,1,0,0,1,9
"경남",하동군,48831,3.69,18,0,1,1,0,0,16
"경남",산청군,36340,3.03,11,1,1,1,0,0,8
"경남",함양군,40175,2.74,11,0,1,0,0,0,10
"경남",거창군,62763,1.43,9,1,0,0,0,0,8
"경남",합천군,47000,5.11,24,0,2,0,1,1,20
"제주",제주시,478700,2.72,130,2,1,11,1,0,115
"제주",서귀포시,178383,4.15,74,0,2,8,0,0,64
"계",소계,-,-,6980,93,222,100,46,26,6493
